12:28:33.303 [main] INFO  com.ntu.center.CenterClientApplication - Starting CenterClientApplication on LAPTOP-6SA701DM with PID 18320 (C:\Users\Lenovo\Desktop\datasync\datasync_center_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
17:58:10.556 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 477 号数据同步成功 同步时间：Thu May 21 17:58:10 CST 2020
17:58:11.557 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 478 号数据同步成功 同步时间：Thu May 21 17:58:11 CST 2020
17:58:12.559 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 479 号数据同步成功 同步时间：Thu May 21 17:58:12 CST 2020
17:58:13.561 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 480 号数据同步成功 同步时间：Thu May 21 17:58:13 CST 2020
17:58:14.558 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 481 号数据同步成功 同步时间：Thu May 21 17:58:14 CST 2020
17:58:15.559 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 482 号数据同步成功 同步时间：Thu May 21 17:58:15 CST 2020
17:58:16.562 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 483 号数据同步成功 同步时间：Thu May 21 17:58:16 CST 2020
17:58:17.561 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 484 号数据同步成功 同步时间：Thu May 21 17:58:17 CST 2020
17:58:18.562 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 485 号数据同步成功 同步时间：Thu May 21 17:58:18 CST 2020
17:58:19.563 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 486 号数据同步成功 同步时间：Thu May 21 17:58:19 CST 2020
17:58:20.564 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 487 号数据同步成功 同步时间：Thu May 21 17:58:20 CST 2020
17:58:30.293 [http-nio-9999-exec-1] INFO  org.apache.tomcat.util.http.parser.Cookie - A cookie header was received [1589872028,1589970932,1590040176; Hm_lpvt_eaa57ca47dacb4ad4f5a257001a3457c=1590053988] that contained an invalid cookie. That cookie will be ignored.
 Note: further occurrences of this error will be logged at DEBUG level.
17:58:30.315 [http-nio-9999-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
17:58:30.316 [http-nio-9999-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
17:58:30.346 [http-nio-9999-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 30 ms
18:07:41.136 [main] INFO  com.ntu.center.CenterClientApplication - Starting CenterClientApplication on LAPTOP-6SA701DM with PID 10980 (C:\Users\Lenovo\Desktop\datasync\datasync_center_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
18:07:41.146 [main] INFO  com.ntu.center.CenterClientApplication - No active profile set, falling back to default profiles: default
18:07:43.763 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9999 (http)
18:07:43.783 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9999"]
18:07:43.784 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
18:07:43.784 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
18:07:44.033 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
18:07:44.034 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2732 ms
18:07:45.019 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
18:07:45.141 [main] INFO  org.springframework.boot.autoconfigure.web.servlet.WelcomePageHandlerMapping - Adding welcome page template: index
18:07:45.482 [main] INFO  com.ntu.common.client.EMQTTClient - connecting to server: ssl://127.0.0.1:8883
18:07:52.009 [main] INFO  com.ntu.center.CenterClientStart - 中央数据库节点成功连接至MQTT服务器.....
18:07:52.012 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9999"]
18:07:52.056 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 9999 (http) with context path ''
18:07:52.061 [main] INFO  com.ntu.center.CenterClientApplication - Started CenterClientApplication in 12.392 seconds (JVM running for 16.021)
18:25:43.158 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 476 号数据同步成功 同步时间：Thu May 21 18:25:43 CST 2020
18:37:48.033 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 487 号数据同步成功 同步时间：Thu May 21 18:37:48 CST 2020
18:45:34.188 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 476 号数据同步成功 同步时间：Thu May 21 18:45:34 CST 2020
18:45:41.147 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 477 号数据同步成功 同步时间：Thu May 21 18:45:41 CST 2020
18:45:42.202 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 478 号数据同步成功 同步时间：Thu May 21 18:45:42 CST 2020
19:03:34.354 [main] INFO  com.ntu.center.CenterClientApplication - Starting CenterClientApplication on LAPTOP-6SA701DM with PID 936 (C:\Users\Lenovo\Desktop\datasync\datasync_center_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
19:03:34.363 [main] INFO  com.ntu.center.CenterClientApplication - No active profile set, falling back to default profiles: default
19:03:39.191 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9999 (http)
19:03:39.230 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9999"]
19:03:39.231 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
19:03:39.231 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
19:03:39.651 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
19:03:39.652 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 5081 ms
19:03:41.290 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
19:03:41.596 [main] INFO  org.springframework.boot.autoconfigure.web.servlet.WelcomePageHandlerMapping - Adding welcome page template: index
19:03:42.383 [main] INFO  com.ntu.common.client.EMQTTClient - connecting to server: ssl://127.0.0.1:8883
19:03:51.662 [main] INFO  com.ntu.center.CenterClientStart - 中央数据库节点成功连接至MQTT服务器.....
19:03:51.667 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9999"]
19:03:51.740 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 9999 (http) with context path ''
19:03:51.748 [main] INFO  com.ntu.center.CenterClientApplication - Started CenterClientApplication in 19.426 seconds (JVM running for 23.917)
19:04:19.402 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 478 号数据同步成功 同步时间：Thu May 21 19:04:19 CST 2020
19:04:20.571 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 479 号数据同步成功 同步时间：Thu May 21 19:04:20 CST 2020
19:04:21.571 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 480 号数据同步成功 同步时间：Thu May 21 19:04:21 CST 2020
19:04:22.573 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 481 号数据同步成功 同步时间：Thu May 21 19:04:22 CST 2020
19:04:23.577 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 482 号数据同步成功 同步时间：Thu May 21 19:04:23 CST 2020
19:04:24.574 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 483 号数据同步成功 同步时间：Thu May 21 19:04:24 CST 2020
19:04:25.571 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 484 号数据同步成功 同步时间：Thu May 21 19:04:25 CST 2020
19:04:26.579 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 485 号数据同步成功 同步时间：Thu May 21 19:04:26 CST 2020
19:04:27.572 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 486 号数据同步成功 同步时间：Thu May 21 19:04:27 CST 2020
19:07:34.702 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 268 号数据同步成功 同步时间：Thu May 21 19:07:34 CST 2020
19:07:35.830 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 269 号数据同步成功 同步时间：Thu May 21 19:07:35 CST 2020
19:07:36.704 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 270 号数据同步成功 同步时间：Thu May 21 19:07:36 CST 2020
19:07:37.714 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 271 号数据同步成功 同步时间：Thu May 21 19:07:37 CST 2020
19:07:38.722 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 272 号数据同步成功 同步时间：Thu May 21 19:07:38 CST 2020
19:07:39.709 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 273 号数据同步成功 同步时间：Thu May 21 19:07:39 CST 2020
19:07:40.725 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 274 号数据同步成功 同步时间：Thu May 21 19:07:40 CST 2020
19:07:41.724 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 275 号数据同步成功 同步时间：Thu May 21 19:07:41 CST 2020
19:07:42.708 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 276 号数据同步成功 同步时间：Thu May 21 19:07:42 CST 2020
19:07:43.712 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 277 号数据同步成功 同步时间：Thu May 21 19:07:43 CST 2020
19:07:44.713 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 278 号数据同步成功 同步时间：Thu May 21 19:07:44 CST 2020
19:07:45.716 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 279 号数据同步成功 同步时间：Thu May 21 19:07:45 CST 2020
19:07:46.715 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 280 号数据同步成功 同步时间：Thu May 21 19:07:46 CST 2020
19:07:47.719 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 281 号数据同步成功 同步时间：Thu May 21 19:07:47 CST 2020
19:07:48.716 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 282 号数据同步成功 同步时间：Thu May 21 19:07:48 CST 2020
19:07:49.721 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 283 号数据同步成功 同步时间：Thu May 21 19:07:49 CST 2020
19:07:50.729 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 284 号数据同步成功 同步时间：Thu May 21 19:07:50 CST 2020
19:07:51.762 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 285 号数据同步成功 同步时间：Thu May 21 19:07:51 CST 2020
19:07:52.720 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 286 号数据同步成功 同步时间：Thu May 21 19:07:52 CST 2020
19:07:53.730 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 287 号数据同步成功 同步时间：Thu May 21 19:07:53 CST 2020
19:07:54.722 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 288 号数据同步成功 同步时间：Thu May 21 19:07:54 CST 2020
19:07:55.723 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 289 号数据同步成功 同步时间：Thu May 21 19:07:55 CST 2020
19:07:56.721 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 290 号数据同步成功 同步时间：Thu May 21 19:07:56 CST 2020
19:07:57.853 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 291 号数据同步成功 同步时间：Thu May 21 19:07:57 CST 2020
19:07:59.198 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 292 号数据同步成功 同步时间：Thu May 21 19:07:59 CST 2020
19:07:59.724 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 293 号数据同步成功 同步时间：Thu May 21 19:07:59 CST 2020
19:08:00.725 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 294 号数据同步成功 同步时间：Thu May 21 19:08:00 CST 2020
19:08:01.725 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 295 号数据同步成功 同步时间：Thu May 21 19:08:01 CST 2020
19:08:02.728 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 296 号数据同步成功 同步时间：Thu May 21 19:08:02 CST 2020
19:08:03.726 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 297 号数据同步成功 同步时间：Thu May 21 19:08:03 CST 2020
19:08:04.728 [MQTT Call: center] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 298 号数据同步成功 同步时间：Thu May 21 19:08:04 CST 2020
20:07:30.673 [main] INFO  com.ntu.center.CenterClientApplication - Starting CenterClientApplication on LAPTOP-6SA701DM with PID 17156 (C:\Users\Lenovo\Desktop\datasync\datasync_center_client\target\classes started by Lenovo in C:\Users\Lenovo\Desktop\datasync)
20:07:30.739 [main] INFO  com.ntu.center.CenterClientApplication - No active profile set, falling back to default profiles: default
20:07:35.610 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9999 (http)
20:07:35.636 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9999"]
20:07:35.637 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
20:07:35.637 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
20:07:36.090 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
20:07:36.090 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 5099 ms
20:07:38.554 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
20:07:38.831 [main] INFO  org.springframework.boot.autoconfigure.web.servlet.WelcomePageHandlerMapping - Adding welcome page template: index
20:07:39.438 [main] INFO  com.ntu.common.client.EMQTTClient - connecting to server: ssl://127.0.0.1:8883
20:07:48.979 [main] INFO  com.ntu.center.CenterClientStart - 中央数据库节点成功连接至MQTT服务器.....
20:07:48.982 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9999"]
20:07:49.038 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 9999 (http) with context path ''
20:07:49.044 [main] INFO  com.ntu.center.CenterClientApplication - Started CenterClientApplication in 20.26 seconds (JVM running for 26.492)
20:08:41.633 [pool-2-thread-1] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 488 号数据同步成功 同步时间：Thu May 21 20:08:41 CST 2020
20:08:41.634 [pool-2-thread-3] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 490 号数据同步成功 同步时间：Thu May 21 20:08:41 CST 2020
20:08:41.635 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 489 号数据同步成功 同步时间：Thu May 21 20:08:41 CST 2020
20:08:41.642 [pool-2-thread-4] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 491 号数据同步成功 同步时间：Thu May 21 20:08:41 CST 2020
20:08:42.649 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 492 号数据同步成功 同步时间：Thu May 21 20:08:42 CST 2020
20:08:43.615 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 493 号数据同步成功 同步时间：Thu May 21 20:08:43 CST 2020
20:08:44.595 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 494 号数据同步成功 同步时间：Thu May 21 20:08:44 CST 2020
20:08:45.705 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 495 号数据同步成功 同步时间：Thu May 21 20:08:45 CST 2020
20:08:46.613 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 496 号数据同步成功 同步时间：Thu May 21 20:08:46 CST 2020
20:08:47.609 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 497 号数据同步成功 同步时间：Thu May 21 20:08:47 CST 2020
20:08:48.596 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 498 号数据同步成功 同步时间：Thu May 21 20:08:48 CST 2020
20:08:49.626 [pool-2-thread-2] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 499 号数据同步成功 同步时间：Thu May 21 20:08:49 CST 2020
20:10:50.692 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 488 号数据同步成功 同步时间：Thu May 21 20:10:50 CST 2020
20:10:51.657 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 489 号数据同步成功 同步时间：Thu May 21 20:10:51 CST 2020
20:10:52.656 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 490 号数据同步成功 同步时间：Thu May 21 20:10:52 CST 2020
20:10:53.657 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 491 号数据同步成功 同步时间：Thu May 21 20:10:53 CST 2020
20:10:54.661 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 492 号数据同步成功 同步时间：Thu May 21 20:10:54 CST 2020
20:10:55.662 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 493 号数据同步成功 同步时间：Thu May 21 20:10:55 CST 2020
20:10:56.662 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 494 号数据同步成功 同步时间：Thu May 21 20:10:56 CST 2020
20:10:57.661 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 495 号数据同步成功 同步时间：Thu May 21 20:10:57 CST 2020
20:10:58.664 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 496 号数据同步成功 同步时间：Thu May 21 20:10:58 CST 2020
20:10:59.663 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 497 号数据同步成功 同步时间：Thu May 21 20:10:59 CST 2020
20:11:00.664 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 498 号数据同步成功 同步时间：Thu May 21 20:11:00 CST 2020
20:11:01.671 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 BOX_SENSOR 表中的 499 号数据同步成功 同步时间：Thu May 21 20:11:01 CST 2020
20:11:52.746 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 299 号数据同步成功 同步时间：Thu May 21 20:11:52 CST 2020
20:11:53.742 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 300 号数据同步成功 同步时间：Thu May 21 20:11:53 CST 2020
20:11:54.746 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 301 号数据同步成功 同步时间：Thu May 21 20:11:54 CST 2020
20:11:55.750 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 302 号数据同步成功 同步时间：Thu May 21 20:11:55 CST 2020
20:11:56.744 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 303 号数据同步成功 同步时间：Thu May 21 20:11:56 CST 2020
20:11:57.759 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 304 号数据同步成功 同步时间：Thu May 21 20:11:57 CST 2020
20:12:00.219 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 305 号数据同步成功 同步时间：Thu May 21 20:12:00 CST 2020
20:12:00.470 [pool-2-thread-6] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 306 号数据同步成功 同步时间：Thu May 21 20:12:00 CST 2020
20:12:01.785 [pool-2-thread-6] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 307 号数据同步成功 同步时间：Thu May 21 20:12:01 CST 2020
20:12:02.772 [pool-2-thread-6] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 308 号数据同步成功 同步时间：Thu May 21 20:12:02 CST 2020
20:12:03.767 [pool-2-thread-6] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 309 号数据同步成功 同步时间：Thu May 21 20:12:03 CST 2020
20:12:04.767 [pool-2-thread-6] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 310 号数据同步成功 同步时间：Thu May 21 20:12:04 CST 2020
20:12:05.774 [pool-2-thread-6] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 311 号数据同步成功 同步时间：Thu May 21 20:12:05 CST 2020
20:12:06.771 [pool-2-thread-6] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 312 号数据同步成功 同步时间：Thu May 21 20:12:06 CST 2020
20:12:07.775 [pool-2-thread-6] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 313 号数据同步成功 同步时间：Thu May 21 20:12:07 CST 2020
20:12:08.772 [pool-2-thread-6] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 314 号数据同步成功 同步时间：Thu May 21 20:12:08 CST 2020
20:12:10.753 [pool-2-thread-6] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 315 号数据同步成功 同步时间：Thu May 21 20:12:10 CST 2020
20:12:10.766 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 316 号数据同步成功 同步时间：Thu May 21 20:12:10 CST 2020
20:12:11.772 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 317 号数据同步成功 同步时间：Thu May 21 20:12:11 CST 2020
20:12:12.774 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 318 号数据同步成功 同步时间：Thu May 21 20:12:12 CST 2020
20:12:13.782 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 319 号数据同步成功 同步时间：Thu May 21 20:12:13 CST 2020
20:12:15.758 [pool-2-thread-6] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 321 号数据同步成功 同步时间：Thu May 21 20:12:15 CST 2020
20:12:15.784 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 320 号数据同步成功 同步时间：Thu May 21 20:12:15 CST 2020
20:12:16.773 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 322 号数据同步成功 同步时间：Thu May 21 20:12:16 CST 2020
20:12:17.775 [pool-2-thread-5] INFO  com.ntu.center.sync.CenterDataReceiver - cj_node 节点的 MONITOR_DATA 表中的 323 号数据同步成功 同步时间：Thu May 21 20:12:17 CST 2020
